thread_id,customer_tweet,historical_agent_reply,intent
real_36593,"@AmazonHelp @115850 

R u guys crazy..

I have already done that..","@123971 If you've replied to the email, our team will get back to you soon. ^AG",
real_36595,"@AmazonHelp @115850

Sick of your post sales services., Decide to uninstall Amazon. And no more shopping from Amazon India.
Pathetic service level..",@123971 Sorry about your recent experience. Kindly contact us here: https://t.co/vlvfJr4nN9 &amp; we'll be glad to help you. ^SY,
real_36598,"@AmazonHelp @115850
Pathetic software . Never receive call. Check snapshot..

Pathetic post sales service https://t.co/peqBNSVrZ2",@123971 Thanks a bunch for sharing your details. We shall reach out to you at the earliest. ^CB,
real_36600,"@AmazonHelp #pathetic post sale service

@115850","@123971 That is quite a remark, Suryamani.  You must have received an email correspondence here: https://t.co/K40Gne7zUU. Please reply to the email sent for more information. ^KS",
real_36604,"@AmazonHelp @115850

You guys have pathetic after sales service..

No doubt about it",@123971 I'm sorry the issue hasn't been resolved yet. I'd like to look into the issue and resolve it on priority. Please share your details here: https://t.co/XwyFJHn8N4 and I'll get back to you. ^SF,
real_36605,"@AmazonHelp Please take whatever detail you need here..

Posting details on app is not enough

@115850",@123971 share your details here: https://t.co/GIJyeYqKE0 appreciate your understanding. 2/2 ^MJ,
real_36606,"@AmazonHelp Please take whatever detail you need here..

Posting details on app is not enough

@115850","@123971 I'm sorry about the pending pick up, further assistance will be provided once you 1/2 ^MJ",
real_36607,"@AmazonHelp 先ほど修正されているのを確認致しました。
素早い対応ありがとうございました！ https://t.co/O88d3DpGtM",@123972 とんでもないことでございます。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN,
real_36609,ねぇAmazonさん、何で岡崎体育がアダルト商品なん？ https://t.co/d3eoV1vM4y,@123972 アマゾンです。こちら確認の上、適宜対応させていただきます。お知らせいただきありがとうございました。ET,
real_37575,@AmazonHelp ... Leaves a rather sour taste in the mouth of a customer who pays for prime delivery. Not even like my house is hard to find... Unimpressed,"@124158 I can understand why this is frustrating, Jonathan! Have you been able to contact us by phone &amp; express your concerns with us?^FR",
real_37578,"@AmazonHelp I have expressed my concerns on the phone the last time the delivery wasn't even attempted, but this time I haven't yet had the chance.","@124158 When you have a moment, pls reach out via phone so we can address this feedback: https://t.co/JzP7hlA23B Keep us posted! ^KN",
real_37579,@AmazonHelp nice to see a parcel turn up after 2 non attempts at delivery with a giant hole in the box. #caredforbox,@124158 I'm sorry your parcel arrived in this condition! Were any of the contents inside damaged? Please let us know! ^KJ,
real_37582,"@AmazonHelp Geht gerade nicht um eine aktuelle Lieferung von euch, hatte in der Vergangenheit nur schon 3 mal negative Erfahrung gemacht und gemeldet :)",@124159 Entschuldige das Missverständnis! ^MI,
real_37584,"Gut zu wissen, dass nicht nur @116316 Logistics kein Bock hat bei mir zu klingeln, @5610 auch nicht. Ich war/bin anwesend -.- https://t.co/cJKJL2Wu68","@124159 Melde dich am besten bei unserem Kundenservice, damit wir das reklamieren können: https://t.co/zaP5U8s49q Gruß ^MH",
real_37586,@AmazonHelp No rush,"@124160 We'd like to try to help here if we can! Without giving account information, can you tell us what's going on? ^KJ",
real_37589,@AmazonHelp Think you guys charged me twice for something im not aware of,@124160 I'm sorry for the trouble! Was one of the items an authorisation? You can read more here: https://t.co/lS5ivdj7rw ^TG,
real_37591,@AmazonHelp Yes but there are 2 different charges one is acceptable,"@124160 We'd be more than happy to research this w/ you! When you have a free moment, reach us via phone: https://t.co/hApLpMlfHN ^KN",
real_37593,Yo we gotta talk on my lunch break @AmazonHelp,"@124160 We're here for you! If you need immediate help, please reach out by phone or chat here: https://t.co/hApLpMlfHN ^KJ",
real_37595,@115850 Not interested to dispatch my product? Called customer care thrice yet the product not dispatched. Ordered @2261 power bank,"@124161 Apologies, we'd like to help. Kindly drop your details here: https://t.co/beaaDm0muc and we'll contact you soon. ^MO",
real_37598,"@AmazonHelp I can’t DM you my order ID? Strange, have to login to my account &amp; send u details, then that I have already done n number of times via app","@124161 Being Social Media platform, we can't access your account. Please fill in the details in the form provided earlier. ^JS",
real_37599,@123813 Se puede ver en Roku?,"@124162 Hola, puedes verificar los dispositivos compatibles con el servicio en el siguiente enlace: https://t.co/u6klHu6q0r.^KS",
real_37600,@AmazonHelp It was scheduled for today. No one came for pick up of shipment. This is height of carelessness. @115850,@124163 here: https://t.co/beaaDm0muc and we'll get in touch with you soon. (2/2) ^MO,
real_37603,@AmazonHelp Have tried everything. Your customer care also just promises and never delivers. My shipment is not yet picked.,@124163 I understand your concern for the return of the order. Please share the details in link shared by 'MO' &amp; we'll help you.^SF,
real_37606,@AmazonHelp I will escalate this to highest authorities. What a pain this has been! Have already shared all data and called 10 times.,@124163 We haven't received your details yet. Kindly share the details in the link provided earlier and we'll get in touch. ^SY,
real_37608,@AmazonHelp Have concted your cc 10 times. You have my details. Filled this form also. Horrible experience @115850,@124163 I understand you had an unpleasant experience. We've received your details and we'll get back to you soon.^SF,
real_37610,@AmazonHelp Alright deleting it but please fix it ASAP.,"@124163 I understand your concern, Gaurav. Please connect with us using the link provided earlier. We'll get this checked. ^HD",
real_37609,@AmazonHelp It was scheduled for today. No one came for pick up of shipment. This is height of carelessness. @115850,@124163 Sorry to know that the pick up hasn't been done yet. We'd like to have a closer look at it. Write to us (1/2) ^MO,
real_37615,@AmazonHelp I was signed up to Prime and it wasn’t me who did it. Did someone hack my account?,@124164 We'd like to take a better look into this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,
real_37617,@AmazonHelp I filled this out yesterday right after you sent this and still no reply and no another package is late. I don't get it.,"@124165 Upon review, It looks like your concern is being addressed. Thanks for reaching out! ^MT",
real_37621,@115821 Amazon Logistics is again not delivering packages. It seems like a trend  and not being addressed.#AMZLFail https://t.co/n1Xq7w5wZR,@124165 This is not the experience we hope for! Please contact us here: https://t.co/Z6QSYpWP3i so we can investigate more for you. ^CS,
real_37624,"Help @AmazonHelp! My Amazon Prime biz acct was hacked. Someone reset email address, and I can't sign in to report it.","@124166 Oh no! So sorry for the frustration, Jennifer! You can contact us, without signing in, here: https://t.co/jzvkhdlrK5 ^AD",
real_37626,Hey @115830 great work on selling me a pre order book then telling me it's out of stock on the delivery day. #fail #lame #CustomerService,@124167 I'm so sorry that your book didn't get delivered! I can understand your frustration! Did you receive an email explaining? ^FR,
real_37629,"@AmazonHelp Yes, letting me ""it's delayed"", well duh! How the he'll does it go from pre-order to out of stock?",@124167 In some cases unexpected issues can arise. Once we have an updated delivery date we'll notify you via e-mail. ^KP,
real_37630,"@AmazonHelp Some of the ""X-Ray Lyrics"" that accompany songs in the app are incorrect. When I spot these, is there a way for me to suggest changes?",@124168 Hmm. That's a good question! Let's see if we can get this reported with you in real time here: https://t.co/hApLpMlfHN ^JZ,
real_37632,Is there a way to suggest lyric edits on @116935 ?,"@124168 We'd be glad to assist with this, Rich! Without posting personal account information, tell us more about this. ^FR",
real_37634,@AmazonHelp Yr link: 'track package' page: tells me the package was handed to resident: delivery card indicates otherwise. No contact option = unhelpful https://t.co/sfVPWgKmCR,"@124169 Apologies, have you checked in possible safe places and with neighbors for the parcel: https://t.co/L76CBge35P? ^JJ",
real_37637,"@AmazonHelp Yes I have; i'd expect the delivery note to match courier actions, otherwise what is the point?",@124169 Please provide your phone number w/ us here: https://t.co/OW4c4eicZd &amp; select the 'Call me now' option to connect w/ an agent. ^KP,
real_37638,#Amazonlogistics Delivery service falls way short of expectations. Package not there @AmazonHelp @115821 https://t.co/c6WX6Nvi9w,"@124169 I'm sorry your package is missing, we'd be happy to look into your options with you here: https://t.co/qy3J24VGxb ^AF",
real_37642,@AmazonHelp but i feel the subtlety of the issue is being lost in translation (2/2),"@124170 We're always here to lend a helping hand! Without giving personal or account info, please tell us what your situation is? ^MW",
real_37645,"@2259 hey, you guys kinda took my money. Yall need to fix that.",@124171 We'd love to help sort this out if we can! Could you please elaborate so that we can provide the best help for you? ^KN,
real_38094,Full day since@NursingTimes stole £80.15 from my bank via @115821. No reply from customer services,@124274 I'm sorry for any trouble! Have you been in touch with us regarding this issue? What about the seller? Did they give a reason? ^MT,
real_38097,@AmazonHelp They have not replied,"@124274 If the seller doesn't respond within 2 business days, please see: https://t.co/648Qzw3XiR ^WJ",
real_38099,@115850 https://t.co/rtbg4QomSM,@124275 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,
real_38101,@115850 @AmazonHelp Very disappointed with delivery service. I won't any order from #Amazon in future.,@124276 Did you happen to discuss the delivery issue with our support team?  Do keep us posted. ^CB,
real_38105,@AmazonHelp My order moved to non-delivery city-haryana from correct delivery city-delhi. https://t.co/nTjMJCb8Zg,"@124276 If you've reported this to our team, they'll work on this for you. Kindly wait till the estimates provided and keep us posted. ^VN",
real_38107,"@AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.",@124276 Kindly let us know the estimated delivery mentioned here: https://t.co/pYHdlcj0Ot ^SG,
real_38109,@AmazonHelp My concern is When my package arrived in correct city-delhi in first time then why it's moved to wrong non delivery city-haryana. Explain it https://t.co/AlvIWGv7wH,"@124276 Please do not worry, the packages move according to the fulfillment center. It will be delivered as per estimates. ^HN",
real_38111,@AmazonHelp These are only delaying tactics. If I pay prime delivery charges then same package will be delivered within 24 hours without any issues.,"@124276 I get your concern. However, packages are shipped as per estimates. Kindly wait till the same. Appreciate your patience. ^VN",
real_38113,@AmazonHelp -5 out of 5 for delivery service. I didn't pay prime delivery charges that's why it's happening to me.,@124276 That shouldn't be the case. All customers are equally valued at Amazon. I'll be sharing your comments internally to work on. ^CB,
real_38115,@AmazonHelp If my comments improve ur service then must share it..,@124276 Sorry about the disappointment. I'll be sure to forward your feedback internally for a review to provide better services. ^BS,
real_38117,@AmazonHelp Sounds good but my review/feedback for delivery services not change &amp; if delivery service not good it's affect ur business.,@124276 I get your concern. We'll be sure to work on it. ^SG,
real_38119,"My product Return was cancelled without any information.  @AmazonHelp @115850 
why??","@124277 That is unusual, Dhrumil. Kindly reach out to us via: 
https://t.co/B2ordXVRt8 and we will have this checked. ^KS",
real_38121,@115850 y my number is blocked ? https://t.co/pPJ6uuyhPG,@124278 You can connect with us via our e-mail support. We would be happy to help you. ^CB,
real_38125,@AmazonHelp £6 is a lot for me rn,@124279 We'd like to take a closer look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,
real_38128,"This is a public notification, that the online shop Amazon India is cheating me in returning the odd product.","@124280 That's certainly not intended. Kindly elaborate your concern, we would like to help you. ^CB",
real_38130,"@AmazonHelp That link is for US, I'm a UK customer. It said when I placed the order that it would be arriving on the release date.","@124281 Apologies, did you receive any emails in relation to the order since you placed it? ^JJ",
real_38133,"@AmazonHelp Yes, I received a message saying my payment was declined, which I immediately went on to my account to fix, as soon as I got the email.",@124281 I see. Payment issues and any order changes can affect an order's delivery date. More info: https://t.co/NLsOf4yhI0 ^WJ,
real_38135,"@AmazonHelp It was listed as the release date, November 2nd.","@124281 Was this eligible for release day delivery? For more info on release day delivery, visit us here: https://t.co/i00UDgo1tt ^TK",
real_38137,@AmazonHelp,"@124281 Hi, what delivery date is listed in your order confirmation email? Has it changed? ^TS",
real_38140,"@AmazonHelp Bloqué a ""en cours de livraison"" à la date de hier !!",@124282 Nous tenons à regarder cela de plus près et vous aidez. S’il vous plaît contactez-nous ici: https://t.co/hgIrz98cdI ^BR,
real_38142,"@AmazonHelp Bonjour, pas de nouvelles de ma commande censé arriver hier 402-7454769-1903530.. pouvez vous m'aider ?'","@124282 Bonjour, désolée d'apprendre cela :/ que dit le suivi de votre colis s'il vous plaît ? ^SN",
real_38144,I thought @115821 was supposed to be a secure place to order from but they aren't. I have an issue every single time and they don't fix it.,"@124283 So sorry for your recent experience with us, Nicole! W/o sharing any personal info, what issues were you running into? ^JZ",
real_38146,So geht das nicht!!! @116316 @124285 https://t.co/WBR3vJYCuA,"@124284 Hi, gerne kannst du das über folgenden Link reklamieren: https://t.co/ohyvGrpvrY Gruß ^MI",
real_38149,@AmazonHelp Was soll ich denn da auswählen? Es gibt keinen Menüpunkt für Beschwerden!,"@124284 Du kannst die Kollegen gerne über ""Meine Bestellung"" -&gt; ""Andere Frage zur Bestellung"" -&gt; ""Sonstige Fragen"" informieren. ^SI",
real_38154,#AMAZON why do u hv a fraud dept that doesn’t kno when there is no fraud?@115821,"@124288 Without posting personal or account sensitive information, can you tell us more about what's going on? ^AF",
real_38158,@AmazonHelp I purchased this book for my commute this morning and it won't show up to listen. Now I can't cancel. Plz help https://t.co/0sAo5aGFbS,"@124289 Hi, sorry to hear that, does it show up in the purchase history on your account: https://t.co/PXy2jin5AJ? ^JJ",
real_38162,"@AmazonHelp just so you know, your text alerts that a package has been delivered arrive now a day after the delivery. Weird.",@124290 I'm sorry for the trouble. Are you noticing any trends when this occurs? Does this occur with a specific carrier? ^CO,
real_38166,@AmazonHelp Haven't paid attention to the carrier. But it's been doing it recently..my last 5 purchases or so over the past few weeks.,@124290 That is odd! Let's find out who that carrier is so we can see about getting this sorted: https://t.co/Y5jpI9gRhE ^JZ,
real_38167,@120540 Avrei bisogno di un aiuto,@124291 Ti abbiamo risposto in privato! A presto! ^GA,
real_38174,"@AmazonHelp someone has used my email address for their amazon account, what do I do?",@124294 Sorry for the trouble! Please reach out through the link and provide as much detail as possible: https://t.co/zYVX1Qi29G ^TG,
real_38177,"@117086 após 30 min no telefone com o atendente, não resolveu nada! #indignação","@124295 Olá Bruno, sinto muito. O que aconteceu? ^LG",
real_38186,@AmazonHelp É só me enviarem que acaba o problema!,"@124295 Bruno, os nossos pedidos são cobrados uma vez que entram em processo de envio, o valor que se apresenta no seu cartão 1/3",
real_38187,@AmazonHelp É só me enviarem que acaba o problema!,@124295 2/3 se trata de uma autorização realizada pelo banco para verificar a eligibilidade do cartão. Você,
real_38188,@AmazonHelp É só me enviarem que acaba o problema!,"@124295 3/3 já entrou em contato com o banco para conferir? Por favor, nos avisa. ^DA",
real_38191,@AmazonHelp Compra posterior com o mesmo cartão utilizado!,"@124295 Bruno, gostaríamos de verificar com mais detalhes. Por favor encaminhe seus dados para nós aqui: https://t.co/kUkXHFkYWd. ^LG",
real_38193,@AmazonHelp Encaminhado!,"@124295 Agradecemos a informação, Bruno. Vamos conferir o caso. ^LG",
real_38194,@117086 comprei um livro que se encontra em estoque atualmente e não me encaminharam até hoje. Entro em contato e só mentiras (...),"@124295 Olá Bruno, lamentamos o inconveniente. Você recebeu um e-mail de confirmação do pedido com data estimada? ^DA",
real_38196,@115821 where my order at  Order number 112-3457637-0652212 https://t.co/hLZtaUwrDn,@124296 Thanks for reaching out! What's the current delivery date and order status shown here: https://t.co/Y5jpI9gRhE? ^RA,
real_38198,"Can't! Acct hacked. Autoreply: This email address doesnt accept emails. 
contact Amazon customer service if you need assistance.@AmazonHelp",@124166 Hmm. That is odd! Will it allow you to call using the link provided by AD? ^AL,
real_38201,"@AmazonHelp I sent in the link and in 1""2-24 hours"" I expect to hear from @115821. I hope the scum that hacked my account isn't on a shopping spree!","@124166 I'm glad you were able to get this process started, Jennifer! Our specialists will be in contact with you soon! ^FR",
real_38202,@123813 ¿Cuándo va a salir la app para Xbox One?,"@124297 Hola, de momento no tenemos esa información, nuestras novedades son anunciadas en nuestro sitio web, sugiero visitarlo.^AZ",
real_38552,"Sono due giorni che Amazon censura la mia recensione e la mia foto allegata. Adesso la metto su Twitter, vediamo che succede.

@120540 @115821  #amazon #AmazonIT https://t.co/9EV4fEYSyE","@124405 Hai verificato che la recensione rispettasse le nostre Linee guida: https://t.co/nNhmWPciB2? Mi spiace per la consegna, se non l'ha già fatto inoltra la segnalazione al nostro Servizio Clienti che è a tua completa disposizione: https://t.co/EfVpRhS0lN. A presto! ^FA",
real_38555,"@AmazonHelp Si, linee guida rispettate in entrambe le recensioni. Si vede che la foto è troppo scomoda.",@124405 Alex mi spiace per l'inconveniente. Il nostro Servizio Clienti resta a tua disposizione! A presto! ^RP,
real_38556,@AmazonHelp Si j’ai plusieurs idées mais mon choix principal c’est la Gear S3 😋,@124406 Je vois que vous êtes un passionné des nouvelles technologies 😎 ^MA,
real_38559,@AmazonHelp Oui assez :) En tout cas j'attends le black friday avec impatience. Faites moi plaisir ;),@124406 Restez connecté alors 😉 ^MA,
real_38560,@AmazonHelp J’espère bien haha,@124406 C'est tout ce que votre liste de Noël contient cette année ? 😜 ^MA,
real_38562,"Si je dois faire un achat pour le Black Friday, ça sera la montre Samsung Gear S3. Je compte sur vous @120533","@124406 N'hésitez pas à scruter les promotions, peut-être qu'il y aura une surprise pour vous 😉 ^MA",
real_38564,@AmazonHelp Order has been delayed multiple times,"@124407 Oh no! I'm so sorry for any inconvenience that may have caused. Just to confirm, which Amazon site did you use to place your order (https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, Amazon.es, etc.)? We'd like to help in any way we can! ^BL",
real_38567,@AmazonHelp Amazon UK,@124407 What is the most recent delivery estimate shown: https://t.co/BQmcNXViiI? ^SJ,
real_38569,@AmazonHelp It was supposed to be delivered today and now it's saying rescheduled due to customer request. And I have not request anything,@124407 Thanks for the update; has the order already been dispatched? ^GS,
real_38571,@AmazonHelp Yes,"@124407 We'd like to look into this with you. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",
real_38573,@AmazonHelp hey I need someone to solve my issue.,@124407 Hi Sameer! We're here to help! Is this a current issue you're experiencing? ^WT,
real_38795,"@115850 Is the way ,u r serving fr customer","@124278 I understand your concern, please fill this form: https://t.co/beaaDm0muc and we'll look into the issue. ^SU",
real_38797,@AmazonHelp If u want to connect with me ..I share my mobile in DM .Whts d need of the form.I already told my concern.In tht form mentioned as 24 hrs,"@124278 I'm sorry but as we're on Twitter, we won't be able to take any action. Please use the link to send us your details. ^AM",
real_38798,Im starting to becoming very upset by @115821 :(,"@124466 This isn't what we like to hear! Without posting personal account information, can you tell us what's going on today? ^KP",
real_38801,@AmazonHelp No reply to my last tweet. Thank you for replying now tho :) https://t.co/fYVeqY9Quq,"@124466 We don't have that information, but we’re working hard on an app for AppleTV, and expect it to launch later this year! ^FR",
real_38802,"@115821 @117634 @2352 Hi, claimed 2 books, but they aren't showing up on my Kindle. The last 2 I claimed did. Please help!",@124467 Hi there! We'd love to help out in any way we can! Are you able to locate the books here: https://t.co/6QNgPiW20K? ^WJ,
real_38805,"@AmazonHelp Thanks! Yep, I checked there, and the books I checked out through OverDrive are not listed there (even though the last two I did are).",@124467 I'd recommend walking through these steps: https://t.co/6JszbxM6ST ^AF,
real_38806,@AmazonHelp Anyone out there,"@124468 This may be helpful: https://t.co/Tx9woJ1OSE

If this doesn't help to answer, reach us phone/chat: https://t.co/JzP7hlA23B ^KN",
real_38809,"@115851 @115850  Amazon India can be rated as ""0"" for its service! Taking 60 days for a refund.","@122363 I understand that this has not been a pleasant experience, Ramaseshan. Please reply to the email sent for more information. ^KS",
real_38812,@AmazonHelp I keep chasing u guys and finally ur reply https://t.co/wgHLRIVchr,@122363 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. (2/2)^SQ,
real_38813,@AmazonHelp I keep chasing u guys and finally ur reply https://t.co/wgHLRIVchr,@122363 Sorry for the unpleasant experience with us. We're working on your issue and we'll get in touch with an update shortly. (1/2)^SQ,
real_38814,@AmazonHelp contact me 9897327895,"@120265 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public.^KS 3/3",
real_38818,"@AmazonHelp Buenos días.  Hace unos días encargue dos de estos productos https://t.co/vERnPL9zOk y uno de los marcadores no sirve, está seco","@124469 Hola Ana, lamento lo sucedido. Puedes verificar las opciones disponibles en este enlace: https://t.co/pEJFH3UWz5. ^LG",
real_38820,@AmazonHelp @115850 Thanks for the prompt response. Props to Bikram from Amazon. Reinstated my faith in @115850,@120932 It's always our pleasure to make you smile. We shall be closing the concern at the earliest. We value your time. ^CB,
real_38822,"@AmazonHelp Hi, still awaiting the refund. It shows we will initiate the refund once we receive the item. In 15 days, the charger could reach anywhere on the globe. Don't know how did the seller didn't receive it yet. Please check.","@120932 I’m extremely sorry about this experience, Vrushank. I'd like to take a closer look into this. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you.  ^MK",
real_38823,"@115850 my order got cancelled from ur end, and inspite of notifying u guys still haven't refunded! Its been a week!!",@124470 I'm sorry about the trouble. Kindly report it to our support team here: https://t.co/vlvfJr4nN9 and 1/2 ^KH,
real_38816,@AmazonHelp contact me 9897327895,@120265 Could you please elaborate your query so that we can help you in the best possible manner ? ^KS 2/3,
real_38826,Dear @115850 my prime expired today but echo which extends it by a year hasn’t arrived. Help?,@124471 Could you please confirm if your echo device order is shipped yet? ^MP,
real_38829,@AmazonHelp Yes shipped yesterday,@124471 Thanks for confirming. We'd like to look into it. Write to us here: https://t.co/beaaDm0muc and we'll contact you soon. ^MO,
real_38832,@AmazonHelp let me know please. My Prime has been  disrupted because of a delay by you.,@124471 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK,
real_38817,@AmazonHelp contact me 9897327895,"@120265 Being a social media platform, we will not have access to your account details, Mahraj. ^KS 1/3",
real_38833,@115850 I have had horrible experience with return pick up which was to arrive on 26.10.17. Still awaited. Tracking no. 710399667431,@124472 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,
real_38835,@115850 I have had horrible experience with return pick up which was to arrive on 26.10.17. Still awaited. Tracking no. 710399667431,@124472 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN,
real_38825,"@115850 my order got cancelled from ur end, and inspite of notifying u guys still haven't refunded! Its been a week!!",@124470 we'll sort this for you at the earliest. 2/2 ^KH,
real_38836,"3rd @117093 order, 3rd delay email. Perhaps y'all aren't ready for this zip code yet? Trying free month, def not going to pay for this.",@124473 Terribly sorry for those delays! Were any specific reason given in those e-mails? Carrier delay etc? ^JZ,
real_38839,Qualcuno che sappia usare #Amazon per bene e mi aiuti urgentemente a capire una cosa per favore c’è?,"@124291 Abbiamo ricevuto il tuo post privato, a breve riceverai una risposta. A presto! ^GA",
real_38841,Without reason u hold my acnt I submitted ol dcmnt bt nw there no status of order if u r not deliver product so refund my money in my aCNt. https://t.co/3pwMjR4PXd,@124474 Please reply to the email that you've received from our Account specialist team for any further query. ^AM,
real_38843,I signed up for Amazon Student Prime JUST IN TIME for school and Christmas. https://t.co/FmgJw2NklJ,@124475 Perfect timing! 😎 What benefit so you think you'll use most? ^JJ,
real_38845,"Hey @119625, subtitles for Rizzoli and Isles are all messed up. You should definitely fix that.",@124476 Thank you for flagging this. Click here: https://t.co/GIJyeYqKE0 and do the needful so we can find a fix. ^MP,
real_38850,@115850 order returned due to damage product.. on investigation got to know seller refused to receive from blue dart,"@124478 My apologies, Lokesh. Please fill in your details here: https://t.co/Ref6emitUG and we will get back to you soon. ^KS",
real_38853,@AmazonHelp I have already fill this form... no updates,"@124478 We've not received your details yet, Lokesh. Please fill in your details via the link provided to better assist you. ^KS",
real_39553,@AmazonHelp I was wondering is there no finder integration in Amazon Drive client (e.g. right click to share) ? Is it coming?,"@124646 Hi, Do you mean this function? https://t.co/2sDZNvx9xI Kind regards, ^SI",
real_39556,@AmazonHelp Does sharing only work on the website? Seems unlike Dropbox you can't share a file through the mac finder by right clicking on it. 🤔,"@124646 Sharing is only possible via the menu icon. If this doesn't work, please inform my colleagues: https://t.co/ohyvGrpvrY ^SI",
real_39557,"I got my refund from @115821 for my copy of odyssey, but was hit with a restocking fee because their delivery people can't do their job.",@124647 We'd be happy to review this return. Please contact us here: https://t.co/EKXRLsnxJu  ^AF,
real_39559,@AmazonHelp isso acontece em diferentes navegadores e também no APP. Socorrr,@124648 Pode falar com o SAC   https://t.co/eVokouNKTI eles te ajudam! ^VL,
real_39563,@AmazonHelp hi! How do I check how much amazing pantry credit I have my my account? Thanks!,@124649 Hello Joyce! Hope your're having an awesome day! You can check that balance here: https://t.co/C8mcliR5uv ^JZ,
real_39566,@AmazonHelp Thank you very much for the speedy reply! Is US site the same as the UK site? I can't see what digital credit/ pantry credit I have sadly 😔,@124649 Sorry about that! You can find out how to view your credits in the UK here: https://t.co/dOCC80P082 ^DD,
real_39567,@AmazonHelp Hilfe? Warum läuft mein FireStick über den UK Store? 😅 https://t.co/pCXttx1VNp,"@120916 Hi, welcher Standort ist bei dir eingestellt? (https://t.co/Fu09cxTWPk -&gt; Einstellungen -&gt; Ländereinstellungen)? Gruß ^MI",
real_39569,Quanto amor pelo #Kindle da @117086  como fiquei tanto tempo sem um?,"@124650 O kindle é maravilhoso, você não vai se arrepender! 💞😊 ^VL",
real_39571,"Foram maravilhosos comigo, me deram reembolso em vale presente e vou conseguir comprar de novo com o mesmo preço da promoção 💕 @117086 ❤","@124651 Olá Júlia, coisa boa! ❤ Depois nós conta o que achou do seu Kindle! ^DA",
real_39575,@115850 Thanks Amazon 😠 https://t.co/taP7Rqb3RT,@124652 I'm sorry about this. Did you happen to escalate this to our support team here: https://t.co/T6y6Xlutbs? ^VN,
real_39578,"@AmazonHelp I did. It keeps happening to me. I mostly buy books, and my books end up looking like old books or they come damaged.",@124652 We'd like check this for you. Please fill this form: https://t.co/beaaDm0muc and we'll look into it. ^MO,
real_39580,@AmazonHelp I've filled it out. Thank you.,@124652 Thank you for keeping us posted. We will get back to you soon with an update. ^KS,
real_39581,"Constantly getting notifications that my @115821 orders arrived when they didn’t. And the customer service agent I’m chatting with is so rude. I already canceled Fresh.. don’t want to cancel Prime, too 😐",@124653 I'm so sorry for the poor experience! What is being advised by the agent? We'd be happy to try to help in any way we can. ^WJ,
real_39584,"@AmazonHelp The agent is advising I continue to wait. I understand that, but it’s pretty common that my orders are marked delivered when they never were. Delivery is very unreliable!",@124653 Is this occurring with a specific carrier? Have you noticed any trends when this occurs? ^CO,
real_39586,@AmazonHelp It seems to be items I order from an amazon warehouse. I’m not sure if my specific location makes a difference.. we are in Baltimore County.,@124653 Thanks for that info! Check here: https://t.co/Y5jpI9gRhE to see which carrier has the order. Let us know! ^AH,
real_39588,@AmazonHelp It says shipped with AMZL US.,@124653 Thank you for confirming. A specialist would like to further review this with you here: https://t.co/hRV9RiKHzC ^FD,
real_39589,For god sake @115821!! Second time in 6 weeks your delivery guy breaks my mailbox door! Like that box was ever going to fit!! .de order https://t.co/N6GqYoVsDo,"@124654 Please get in touch with us, the Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 We would like to check this. ^SI",
real_39591,"Argh, Hey Amazon! WHERE IS MY PACKAGE? Arriving between Nov 1&amp;3 doesn't mean shop Nov. 2 and maybe you'll get it the next day. WTF?","@124655 If your order doesn't arrive on the 3rd by 8:00, please contact us for options: https://t.co/EKXRLsnxJu ^AF",
real_39593,@115850 Hi,"@124656 I get your query with your account. Please reply to the correspondence received from our accounts team, we'll help you. ^BS",
real_40359,@51943 @121284 Can you help me please. How do I change the country in settings? Tried everything but couldn’t find a way.,@124849 Got to https://t.co/crghASQyRX. Login with your amazon credentials. Click on Settings and set country to India. ^HN,
real_40362,@AmazonHelp Thanks. That worked. How will my Complimentary Amazon Prime membership that comes with Echo get added to my a/c? SOS @115850 @AmazonHelp,@124849 https://t.co/rS49hgaADF so that we can assist you accordingly. (2/2) ^SU,
real_40363,@AmazonHelp Thanks. That worked. How will my Complimentary Amazon Prime membership that comes with Echo get added to my a/c? SOS @115850 @AmazonHelp,"@124849 Glad to hear that, for information regarding the Amazon prime membership, please contact us here:  (1/2) ^SU",
real_40365,@AmazonHelp Vocês já me ajudaram e muito ❤️,@124850 A gente fica felizão ao saber disso. Conte com a gente sempre 💞😊 ^VL,
real_40367,A @117086 sempre se superando,"@124850 Oi Ju, como podemos te ajudar hoje? ^VL",
